drug_name,form,indication,prescription_raw,method
妇宁栓,栓剂,清热解毒、燥湿杀虫，去腐生肌，化瘀止痛。用于细菌、病毒、霉菌、滴虫等引起的阴道炎、阴道溃疡、宫颈炎、宫颈糜烂、阴痒、阴蚀、黄白带下、味臭、小腹痛、腰骶痛等,苦参 1370g、黄柏 820g、黄芩 682g、莪术 410g、蛤壳粉 182g、红丹 27.3g、儿茶 27.3g、乳香 13.6g、没药 13.6g、猪胆粉 36.4g、冰片 5.5g,以上十一味，莪术提取挥发油，蒸馏后的水溶液及药渣与苦参、黄柏及处方量 1/2 的蛤壳粉，煎煮二次（第一次 2 小时，第二次 1.5 小时），合并煎液，滤过，滤液浓缩成稠膏，干燥，粉碎，备用。黄芩加水煎煮三次（第一次 2 小时，第二、第三次各 1 小时），合并煎液，滤过，浓缩至相对密度为 1.05~1.08 (80℃测) 的清膏，在 80℃时加入盐酸 (2mol/L) 调 pH 值 1.0~2.0，80℃保温 1 小时，静置 24 小时，滤过，取沉淀，80℃以下干燥，粉碎，备用。将上述药粉与剩余的蛤壳粉、红丹、儿茶、乳香、没药、猪胆粉混匀，粉碎成细粉，与冰片配研；另取半合成脂肪酸甘油酯 1000~1300g 加热熔化，加入上述细粉及莪术油，混匀，灌入栓剂模中，冷却后取出，制成 1000 粒，即得
妇宝金丸 (妇宝金丹),丹剂,养血调经，舒郁化滞。用于气虚血寒、肝郁不舒引起的经期不准，行经腹痛，赤白带下，两胁胀痛，倦怠食少,当归 40g、地黄 16g、黄芪 (蜜炙) 16g、苍术 12g、何首乌 (黑豆酒炙) 16g、益智仁 (盐炙) 24g、杜仲炭 16g、蛇床子 24g、木瓜 16g、羌活 8g、藁本 20g、柴胡 40g、香附 (醋炙) 32g、砂仁 1.6g、远志 (去芯，甘草炙) 12g、法半夏 12g、胡黄连 8g、莲子 (去心) 160g、川芎 16g、熟地黄 16g、党参 48g、茯苓 16g、补骨脂 (盐炙) 16g、吴茱萸 (甘草炙) 20g、海螵蛸 16g、枯矾 16g、威灵仙 16g、独活 8g、续断 16g、延胡索 (醋炙) 16g、牡丹皮 8g、化橘红 8g、艾叶炭 16g、酸枣仁 (炒) 16g、黄连 8g、甘草 8g、白芍 40g、益母草 16g、白术 (麸炒) 24g、阿胶 (蛤粉烫) 40g、桂枝 4g、赤石脂 (煅醋淬) 10g、牡蛎 (煅) 8g、椿皮 (麸炒) 16g、秦艽 22g、白芷 8g、川牛膝 8g、郁金 16g、豆蔻仁 1.6g、青皮 (醋炙) 12g、石菖蒲 72g、使君子 16g、黄芩 12g,以上五十三味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 50g 与适量的水，泛丸，干燥，制成水蜜丸；或加炼蜜 140~160g 制成大蜜丸，即得
安神胶囊,胶囊剂,补血滋阴，养心安神。用于阴血不足，失眠多梦，心悸不宁，五心烦热，盗汗耳鸣,酸枣仁 (炒) 40g、川芎 47g、知母 112g、麦冬 92g、制何首乌 32g、五味子 97g、丹参 130g、茯苓 97g,以上八味，酸枣仁、五味子粉碎成细粉；其余川芎等六味，加水煎煮二次（第一次 3 小时，第二次 2 小时），合并煎液，滤过，滤液浓缩成膏，低温干燥，粉碎，与上述粉末混匀，制成颗粒，装入胶囊，制成 1000 粒，即得
当归片,片剂,补血活血，调经止痛。用于血虚引起的面色萎黄，眩晕心悸，月经不调，经闭痛经，虚寒腹痛，肠燥便秘,当归 600g,取当归 600g，粉碎成粗粉，用相当于药材量 6 倍的 70% 乙醇加热回流提取二次（每次 2 小时），合并提取液，滤过，滤液回收乙醇并浓缩成稠膏，加入适量辅料，烘干，粉碎成细粉，制颗粒，压制成 1000 片，包糖衣，即得
当归寄生注射液,注射剂,舒筋活络，祛风湿，镇痛。用于风湿性关节炎，肥大性脊椎炎，腰膝劳损，腰腿痛，痛经，坐骨神经痛，神经性头痛,当归 50g、槲寄生 50g,以上二味，加水煎煮二次（第一次 1.5 小时，第二次 1 小时），合并煎液，滤过，滤液浓缩至适量，加入乙醇使含醇量约为 65%，冷藏沉淀，滤过，滤液回收乙醇至尽，再照上法处理一次（使含醇量约为 75%），回收乙醇，加注射用水至 100ml，煮沸 30 分钟，冷藏。取上清液，加活性炭 0.3g，煮沸 10 分钟，滤过，滤液加注射用水至 667ml。另取 3g 聚山梨酯 80，以注射用水溶解，放凉，加入苯甲醇 7.5ml，与药液混合，再加氯化钠 6g，待溶解后，调整 pH 值，加注射用水至 1000ml，滤至澄明，灌封，灭菌，即得
全鸡拔毒膏,膏剂,消肿止痛，祛腐生肌。用于痈疽，疔毒恶疮，无名肿痛等症,鸡骨 750g、蓖麻子 1000g、冰片 250g、铜绿 15g、黄柏 250g、紫花地丁 100g、蒲公英 100g、乳香 100g、没药 200g、血余 100g、柳枝 1000g、轻粉 25g,以上十二味，冰片、轻粉、铜绿研成细粉，混匀。其余鸡骨等九味，酌予碎断，与食用植物油 10000g 同置锅内炸枯，去渣，滤过，炼至滴水成珠；另取红丹 6000g，加入油内搅匀，收膏，将膏浸泡于水中。取膏，用文火熔化，待温，加入冰片等细粉，搅匀，放冷，切成条块，即得
灯盏花素注射液,注射剂,活血化瘀，通络止痛。用于中风后遗症，冠心病，心绞痛,灯盏花素 1g（或 4g，按制剂规格计）,将 0.26g 乙二胺四醋酸二钠溶于 280ml 的注射用水中，加入灯盏花素 1g，搅拌使混悬；加入适量的碳酸氢钠，边加边搅拌至 pH7~7.5 时为止，充分搅拌使灯盏花素基本溶解，加注射用水至 400ml，加入溶液体积 0.1% 的经活化的活性炭，搅拌吸附 20 分钟，除炭，精滤，经半成品检验合格后灌封，经 100℃15 分钟流通蒸气灭菌，灯检，包装；或将 1g 乙二胺四醋酸二钠溶于 700ml 的注射用水中，加入灯盏花素 4g，同法制成 1000ml 注射液，即得
竹红菌素软膏,膏剂,调节肌体局部组织代谢机能，促进病灶肤色和细胞组织及特性的恢复。用于外阴白色病变，疤痕疙瘩，外阴瘙痒及外阴炎,竹红菌粗粉 833g（制成软膏 100g，含竹红菌甲素不得少于 1.0%）,取竹红菌粗粉 833g，用 80% 乙醇回流提取，提取液浓缩后加入丙酮溶解，滤过，回收丙酮得竹红菌提取物，加羊毛脂 10g、凡士林适量，混匀，制成 100g，分装，即得（注：竹红菌为肉座菌科植物竹生小肉座菌 Hypocrella bambusae (B.et Br.) Sacc. 的干燥子座）
红花注射液,注射剂,活血化瘀。用于治疗闭塞性脑血管疾病，冠心病，脉管炎,红花 50g,取红花 50g，加水煎煮三次（第一次 1 小时，第二次 50 分钟，第三次 30 分钟），合并煎液，滤过，滤液浓缩至相对密度为 1.16~1.26，加乙醇使含醇量达 70%，冷藏，静置 48 小时，滤过，滤液回收乙醇，并浓缩至相对密度为 1.10~1.14，再加乙醇使含醇量达 80%，冷藏，静置 48 小时，滤过，滤液回收乙醇并浓缩至相对密度为 1.16~1.20，加 10 倍量水，冷藏，静置 16~24 小时，滤过，滤液浓缩至相对密度为 1.02~1.04，用 50% 氢氧化钠溶液调节 pH 值 7.5~8.0，加注射用水使成 1000ml，滤过，灌封，灭菌，即得
红茴香注射液,注射剂,消肿散瘀，活血止痛。用于腰肌劳损，关节或肌肉韧带伤痛及风湿痛等,红茴香根皮 50g,取红茴香根皮 50g，加 75% 乙醇 250ml，浸渍 7~10 日，滤过，渣用少量 75% 乙醇洗涤，滤过，合并滤液，回收乙醇至无醇味，静置，放冷，取上清液加注射用水 400ml，搅匀，用 10% 氢氧化钠溶液调节 pH 值至约 7.0，冷藏过夜，滤过，滤液加 20ml 聚山梨酯 80，搅匀，加注射用水适量，用 10% 氢氧化钠溶液调节 pH 值至约 9.7，加注射用水使成 1000ml，搅匀，滤过，灌封，灭菌，即得
红药片,片剂,活血止痛，去瘀生新。用于跌打损伤，瘀血肿痛，风湿麻木,三七 750g、川芎 175g、白芷 175g、当归 175g、土鳖虫 175g、红花 175g,取淀粉 30g，制成淀粉浆糊，加入红花中拌匀浆透，于 70~80℃烘干，备用。将三七等五味药与红花掺匀，粉碎成细粉。另取淀粉 190g，制成淀粉糊加入上述药粉中，制成颗粒，干燥，压片，挂糖衣，即得
血栓通注射液,注射剂,活血祛瘀，扩张血管，改善血液循环。用于视网膜中央静脉阻塞，脑血管病后遗症，内眼病，眼前房出血等,三七总皂甙（相当于人参皂甙 Rg₁ 35g）、氯化钠 8.5g,取三七总皂甙适量（相当于人参皂甙 Rg₁ 35g）、氯化钠 8.5g，加注射用水 500ml，煮沸使溶解，放冷，静置过夜，加注射用水至 1000ml，加适量活性炭，搅匀，静置 30 分钟，滤过，用 0.5mol/L 氢氧化钠溶液或 0.5mol/L 盐酸溶液调 pH 值至 5.5~7.0，灌封，灭菌，即得（注：含三七总皂甙的制备及质量标准详见原文）
西瓜霜,散剂,清热泻火，消肿止痛。用于肺胃火热上蒸引起：咽喉红肿，喉痹疼痛，喉结红肿，咽痛乳蛾，口舌生疮，牙龈红肿，水浆不下,西瓜 3000g、硝石 1000g、芒硝 2000g、冰片 18g,以上四味，将整西瓜切开上端，取出瓜瓤少许，装入硝石、芒硝，搅拌均匀，装入泥瓦罐内，封口，置阴凉通风处，让霜自行渗出罐外，扫下，再渗再扫，至无霜为止。将扫下的霜用纸包好，挂通风处风化，过筛。冰片研成细粉，每 18g 冰片与 600g 霜配研均匀，即得
阮氏上清丸,丸剂,清热降火，生津止渴。用于咽喉肿痛，牙口疮，津液不足，口干舌燥,儿茶 200g、马槟榔 20g、薄荷叶 40g、乌梅 (肉) 10g、硼砂 20g、诃子 10g、山豆根 10g、冰片 10g、甘草 10g,以上九味，冰片、硼砂分别另碾，其余七味粉碎成细粉，加入硼砂、冰片，混匀用适量乙醇泛丸，干燥，上衣，打光，即得（注：马槟榔为白菜花科植物马槟榔 Capparis masaikai Levl. 的干燥种子）
阳春胶囊,胶囊剂,补肾壮阳，益精补虚。主治阳痿，早泄及由此引起的头昏耳鸣，腰膝酸软，神疲健忘等症,水貂鞭粉 2g、羊鞭胶 50g、狗肾胶 100g、鹿茸 10g、首乌 (制) 300g、山药 200g、菟丝子 200g、枸杞子 500g、淫羊藿 100g、黄芪 (蜜炙) 100g、熟地黄 100g、阳起石 (煅) 100g、肉苁蓉 (酒制) 100g,以上十三味，将鹿茸、羊鞭胶、狗肾胶粉碎成细粉，与水貂鞭粉混匀，过 80 目筛备用；取菟丝子、枸杞、首乌、山药加水煎煮二次（每次 2 小时），合并煎液，滤过，滤液浓缩至适量，加 3 倍量乙醇，沉淀 48 小时，倾取上清液，残渣用适量 75% 乙醇洗涤，洗液滤过，合并入药液，回收乙醇，减压浓缩成膏状。另取淫羊藿、黄芪、熟地黄、阳起石、肉苁蓉加水煎煮二次（每次 2 小时），合并煎液，滤过，滤液浓缩成膏状，与上述膏状物混合减压干燥，粉碎成细粉，与上述药粉混合均匀，制成颗粒，约得 300g，装胶囊，即得（注：含羊鞭胶、狗肾胶、水貂鞭粉的制备方法详见原文）
克痒敏醑,散剂,收敛止痒，消炎解毒。用于急慢性湿疹、荨麻疹，虫咬性皮炎、接触性皮炎等引起的皮肤瘙痒症,山乌龟 200g、白芷 150g、黄柏 100g、重楼 100g、细辛 100g、三叉苦 100g、毛麝香 100g、荆芥 100g、两面针 200g、苦参 100g、虎杖 200g、蛇床子 100g、山苍子 100g、九里香 100g、水杨酸甲酯 20g、冰片 10g、钻骨风 150g、薄荷脑 20g、地榆 100g,以上十九味，除薄荷脑、冰片、水杨酸甲酯外，三叉苦、毛麝香、山苍子、九里香、荆芥、白芷、细辛、钻骨风用水蒸气蒸馏，收集蒸馏液约 300ml，备用；药渣与其余山乌龟等八味照流浸膏剂与浸膏剂（附录 I O）项下的渗漉法，用乙醇作溶剂进行渗漉，收集渗漉液约 600ml；薄荷脑、冰片分别研细，用渗漉液溶解，加入水杨酸甲酯、二甲基亚砜 30g，搅匀，合并蒸馏液与渗漉液，搅匀，滤过，分装，即得
克痤隐酮乳膏,膏剂,抑制皮脂腺分泌及痤疮杆菌生长。用于黑头、白头粉刺及脓疮型痤疮,丹参酮粉 1.5g、甲氧苄啶 1.5g、维生素 A3g、维生素 E3g,以上四味，另取硬脂酸 100g、十六醇 20g、单硬脂酸甘油酯 10g、液体石蜡 10g，混合加热熔化后，加入上述四味，搅匀，于 80℃保温，加入氢氧化钾溶液（取氢氧化钾 5g，加适量水溶解）、羟苯甲酯及羟苯丁酯乙醇溶液（取羟苯甲酯 0.8g、羟苯丁酯 0.2g，分别加适量乙醇溶解）、甘油 140g，制成乳膏 1000g，降至室温，分装，即得（注：丹参酮粉的制备与质量标准详见原文）
妙灵丸,丸剂,清热化痰，散风镇惊。用于感冒发烧，头痛眩晕，内热咳嗽，呕吐痰涎，鼻干口燥，咽喉肿痛，小便不利,川贝母 60g、关木通 60g、天南星 (制) 60g、地黄 80g、薄荷 60g、羌活 60g、赤芍 80g、葛根 60g、玄参 80g、桔梗 60g、橘红 60g、清半夏 80g、前胡 60g、钩藤 60g、冰片 10g、朱砂 50g、羚羊角 5g、水牛角浓缩粉 10g,以上十八味，除水牛角浓缩粉外，朱砂水飞，羚羊角粉碎成极细粉，冰片研成细粉，川贝母等十四味粉碎成细粉，与上述朱砂、冰片等粉末配研，取上述混合粉末与水牛角浓缩粉混匀过筛。每 100g 粉末加炼蜜 120~140g 制成大蜜丸，即得
尿毒灵灌肠液,颗粒剂,通腑泄浊，利尿消肿。用于全身浮肿，恶心呕吐，大便不通，无尿少尿，头痛烦躁，舌黄，苔腻，脉实有力，以及各种原因引起的肾功能衰竭，氮质血症及肾性高血压,甲组：大黄 200g、连翘 600g、龙骨 (煅) 600g、牡蛎 (煅) 600g、丹参 300g、桂枝 200g、地榆 600g、槐米 1200g、青黛 180g、栀子 200g、黄柏 200g、土茯苓 1000g、金银花 600g、葶苈子 600g、白茅根 200g；乙组：生晒参 10g、麦冬 10g、枸杞 20g、白茅根 20g、红花 7g,甲组：以上十五味，龙骨、牡蛎粉碎成粗粉，与其余大黄等十三味加水煎煮三次（第一次 3 小时，第二、三次分别为 2 小时），合并煎液，滤过，滤液浓缩至相对密度为 1.25~1.30 (60℃)，减压干燥，粉碎成细粉，分装，即得。乙组：以上五味，加入 85% 乙醇，浸渍 30 分钟，加热回流提取四次（每次 2 小时），滤过，滤液合并，回收乙醇，加水适量，加活性炭脱色，调 pH 值至 6.5，加入适量乙醇溶解的羟苯乙酯 0.5g 及苯甲酸钠 3g，混匀，加水调整至 1000ml，分装，即得
尿塞通片,片剂,理气活血，通经散结。用于前列腺增生症，尿闭等,丹参 144g、泽兰 48g、桃仁 48g、红花 144g、赤芍 48g、白芷 96g、陈皮 96g、泽泻 144g、王不留行 144g、败酱 240g、川楝子 96g、小茴香 (盐制) 96g、黄柏 (盐制) 144g,以上十三味，泽泻、白芷粉碎成细粉；丹参、川楝子用 60% 乙醇回流提取二次（每次 2 小时），合并提取液，滤过，回收乙醇；小茴香、陈皮提取挥发油至尽（约 4 小时），蒸馏后的水溶液另器收集；药渣与其余赤芍等七味，加水煎煮二次（第一次 3 小时，第二次 2 小时），合并煎液，滤过，滤液与上述药液合并，浓缩成浸膏，干燥，粉碎成细粉，加入泽泻、白芷细粉混匀，制成颗粒，干燥，加入上述小茴香等挥发油，压制成 1000 片，包糖衣，即得
抗炎退热片,片剂,清热解毒，消肿散结。用于肺胃热盛所致的咽喉肿痛，疮痈疔痔，红肿热痛诸症,蒲公英 1000g、黄芩 1000g,以上二味，黄芩提取黄芩素备用；蒲公英取 75g，粉碎成细粉，过筛备用；剩余蒲公英 925g 加水煎煮二次（每次 1 小时），合并煎液，滤过，浓缩至相对密度为 1.15~1.20，用乙醇转溶至含醇量 65%~70%，静置，取上清液浓缩成膏。取上述浸膏，加入蒲公英细粉、提取的黄芩素粉及辅料混合均匀，制成颗粒，压制成 940 片，包糖衣，即得
抗衰复春片,片剂,补肾壮阳，滋阴养血。用于肾虚劳损，阳痿早泄，腰膝酸软，四肢无力，神情倦怠，血虚眩晕等症,红参 22g、鹿茸 21g、五味子 89g、丹参 89g、何首乌 89g、续断 22g、肉苁蓉 (制) 45g、羊肾 (炙) 83g、地黄 89g、三七 22g、淫羊藿 (炙) 89g、茵陈 89g、山楂 (炒) 45g、麦芽 (炒) 45g、六神曲 (炒) 45g、巴戟天 45g、泽泻 89g、灵芝 45g、当归 45g、青皮 45g,以上二十一味，取五味子粉碎，用 30% 乙醇 3 倍量回流提取 3 次（每次 2 小时），提取液合并，回收乙醇，制成流浸膏；取肉苁蓉、丹参、山楂、麦芽、六神曲、泽泻、续断、地黄、淫羊藿、茵陈、玄参、灵芝，煎煮二次（第一次 2.5 小时，第二次 2 小时），合并煎液，滤过，静置 12 小时，取上清液，浓缩至相对密度为 1.30 (85℃) 的稠膏，备用。另取红参、鹿茸、三七、何首乌、羊肾、巴戟天、当归、青皮粉碎成细粉，与上述流浸膏及稠膏混匀，干燥，粉碎，过 6 号筛，用乙醇制粒，干燥，加入硬脂酸镁适量，压制成 1000 片，包糖衣，即得（注：羊肾为牛科动物青羊 Naemoihedus goral Hardwicke 的干燥阴茎及睾丸）
抗腮腺炎注射液,注射剂,清热解毒，通络。用于流行性腮腺炎，内热外感引起的小儿感冒、发热及伴有风疹、疱疹的小儿感冒,忍冬藤 1000g,取忍冬藤 1000g 加水煎煮三次（第一次 1 小时，第二、三次各半小时），合并煎液，滤过，滤液浓缩成稠膏状，加乙醇使含醇量为 70%，静置 72 小时，滤过，回收乙醇，加注射用水稀释至约 970ml，冷冻 24 小时，滤过，加入 10ml 苯甲醇、10ml 聚山梨酯 80，加注射用水使成 1000ml，混匀，滤过，灌封，灭菌，即得
抗癌平丸,丸剂,清热解毒，散瘀止痛。用于热毒瘀血壅滞肠胃而致的胃癌、食道癌、贲门癌、直肠癌等消化道肿瘤,珍珠菜 1340g、藤梨根 1340g、香茶菜 1340g、肿节风 1340g、蛇莓 720g、半枝莲 1730g、兰香草 720g、白花蛇舌草 720g、石上柏 720g、蟾酥 3g,以上十味，除蟾酥外，其余珍珠菜等九味加水煎煮二次，煎液滤过，滤液合并，减压浓缩至适量，喷雾干燥，用水泛丸，干燥。另取粉碎成细粉的百草霜 3g，加入蟾酥（用 70% 乙醇溶解），混匀，包衣，打光，干燥，制成 1000g，分装，即得
沉香理气丸,丸剂,化滞利气。用于脾胃失和，气郁不舒，食滞腹胀，嗳气吞酸,沉香 60g、半夏 (制) 120g、枳实 (麸炒) 300g、砂仁 120g、陈皮 120g、山楂 (炒焦) 120g、大黄 150g、木香 120g、白术 (麸炒) 120g、厚朴 (制) 120g、黄芩 150g、槟榔 120g、广藿香 120g,以上十三味，粉碎成细粉，混匀，用水泛丸，低温干燥，即得
灵猫香解毒丸,丸剂,清热解毒，消肿止痛。用于喉蛾，咽喉疼痛，烂喉、丹痧，痈肿，疔疮，乳痈，无名肿痛,珍珠 150g、牛黄 150g、药用灵猫香 50g、蟾酥 100g、冰片 100g、雄黄 100g,以上六味，牛黄、蟾酥分别研成极细粉；雄黄水飞成极细粉，混匀；珍珠水飞成极细粉，冰片研细，用 50% 乙醇泛丸，喷入药用灵猫香，加入上述牛黄等细粉，用 50% 乙醇泛在外层，低温干燥，活性炭包衣，打光，即得（注：药用灵猫香的质量标准详见原文）
男春宝胶囊,胶囊剂,疏肝通络，养血荣筋。用于肝气不疏，血不荣筋而致的阳痿,蜈蚣 90g、当归 300g、白芍 800g、甘草 300g,以上四味，当归、白芍各 100g 粉碎成细粉，过筛；剩余的当归、白芍与甘草加水煎煮二次（第一次 2 小时，第二次 1 小时），合并煎液，滤过，滤液浓缩成稠膏，与上述粉末混匀，干燥，加入蜈蚣混匀，粉碎成细粉，过筛，混匀，装入胶囊，制成 1000 粒，即得
肝炎康复丸,丸剂,清热解毒，利湿化郁。用于急性黄疸型肝炎，迁延性和慢性肝炎等,茵陈 75g、当归 75g、丹参 75g、郁金 75g、菊花 75g、滑石 75g、板蓝根 75g、金钱草 75g、拳参 75g,以上九味，郁金、板蓝根、金钱草、丹参、拳参等五味加水煎煮三次（每次 3 小时），滤过，滤液浓缩至相对密度为 1.38~1.40 (25℃测) 的清膏；茵陈、当归、菊花、滑石等四味粉碎成细粉。将上述细粉与清膏合并，混匀。每 100g 药粉加炼蜜 80~100g，制成大蜜丸，即得
肝康颗粒,颗粒剂,清肝利湿。用于肝胆湿热所致的黄疸，症见周身、小便俱黄，体疲乏力，纳呆，恶心厌油，苔黄腻，脉弦滑数；及急慢性肝炎，迁延性肝炎及胆囊炎,柴胡 315g、田基黄 315g、茵陈 470g、蒲公英 315g、甘草 315g、金钱草 470g,以上六味，加水煎煮二次（每次 2 小时），合并煎液，滤过，滤液浓缩至相对密度为 1.10~1.20 (60~70℃热测) 的浸膏，加入糊精约 700g、甜菊甙 8g，制成颗粒约 1000g，即得
补金片,片剂,补肾益肺，健脾化痰，止咳平喘。用于肺结核，慢性支气管炎，肺气肿，肺心病缓解期,陈皮 12.5g、哈蟆油 12.5g、鹿角胶 7.5g、乌梢蛇 (去头，炒) 18.8g、紫河车 62.5g、鸡蛋黄油 12.5g、桔梗 18.8g、龟甲胶 6.3g、百部 (蜜炙) 31.3g、浙贝母 12.5g、红参 12.5g、白及 31.3g、黄精 (蒸) 31.3g、茯苓 12.5g、蛤蚧 (去头、足) 5g、麦冬 18.8g、核桃仁 18.8g、当归 12.5g,以上十八味，除鹿角胶、龟甲胶、鸡蛋黄油外，蛤蚧、紫河车、哈蟆油、浙贝母、当归、乌梢蛇粉碎成细粉；其余红参等九味加水煎煮两次（第一次 3 小时，第二次 2 小时），合并煎液，滤过；将龟甲胶、鹿角胶研细，与上述滤液合并，浓缩成相对密度为 1.25~1.30 (85℃) 的稠膏，加入上述粉末搅匀，干燥，粉碎，过筛，加鸡蛋黄油、5% 碳酸钙、3% 桃胶粉，混匀，压制成 1000 片，包糖衣，即得
近视乐眼药水,酊剂,调节视力。用于治疗青少年近视，假性近视和连续近距离使用视力所引起的眼疲劳,紫金龙粗粉 500g（制成眼药水 1000ml，每 1ml 含总生物碱以盐酸异可利定计 4.5~5.5mg）,取紫金龙粗粉 500g，照流浸膏剂与浸膏剂项下的渗漉法（附录 I O），用乙醇作溶剂，浸渍 24 小时后进行渗漉，至漉液色淡。漉液浓缩至稠膏，用氯仿 - 乙醇精制得总生物碱。取注射用水适量，加热，加入总生物碱，搅拌使溶解，加注射用水至 1000ml，搅匀，滤过，分装，即得（注：紫金龙为罂粟科植物紫金龙 Dactylicapnos scandens (D.Don) Hutchins. 的干燥根）
连翘败毒丸,丸剂,清热解毒，散风消肿。用于脏腑积热，风热湿毒引起的疮疡初起，红肿疼痛，憎寒发热，风湿疙瘩，遍身刺痒，大便秘结,连翘 120g、金银花 480g、苦地丁 720g、天花粉 120g、黄柏 120g、黄芩 240g、大黄 120g、黄连 120g、苦参 120g、荆芥穗 120g、羌活 120g、防风 240g、麻黄 120g、白芷 240g、薄荷 120g、柴胡 120g、当归 120g、赤芍 120g、甘草 120g,以上十九味，粉碎成细粉，过筛，混匀，用水泛丸，干燥，即得
附子理中液,口服液,温中健脾。用于脾胃虚寒，脘腹冷痛，呕吐泄泻，手足不温,附子 (制) 100g、党参 200g、白术 (炒) 150g、干姜 100g、甘草 100g,以上五味，粉碎成粗粉，附子、干姜用 85% 乙醇浸渍，渗漉，收集渗漉液 182ml；白术用 70% 乙醇浸渍渗漉，收集渗漉液 78ml；合并渗漉液，回收乙醇，浓缩至 26ml 备用；党参、甘草加水煎煮两次，滤过，合并煎液，浓缩至 260ml，备用；将以上两种浓缩液合并，调整含醇量，静置七天，吸取上清液，放置五天，取上清液调整总量至 650ml，摇匀，灌装，即得
附片液,片剂,回阳救逆，补火助阳，逐风寒湿邪。用于亡阳虚脱，肢冷脉微，阳痿，宫冷，心腹冷痛，虚寒吐泻，阴寒水肿，阳虚外感，寒湿痹痛,黑顺片 40g（制成液 1000ml，每 1ml 含总生物碱以乌头碱计 0.35~0.50mg）,取黑顺片 40g，加水高温高压提取二次（罐内压力应保持在 0.1~0.13MPa，第一次 2 小时，第二次 30 分钟），合并提取液，滤过，滤液浓缩后加乙醇使含醇量为 70%，静置；滤过，滤液回收乙醇，再加乙醇使含醇量为 80%，静置，滤过，滤液回收乙醇，加水至 1000ml，搅匀，滤过，分装，即得
京制牛黄解毒片,片剂,清热解毒，散风止痛。用于肺胃蕴热引起：头目眩晕，口鼻生疮，风火牙痛，暴发火眼，咽喉疼痛，腮红肿，耳鸣肿痛，大便秘结，皮肤刺痒,黄连 35g、黄柏 35g、石膏 26g、金银花 53g、薄荷 18g、桔梗 26g、连翘 53g、大黄 35g、黄芩 35g、栀子 (姜炙) 26g、菊花 35g、荆芥穗 18g、防风 13g、旋复花 26g、白芷 22g、川芎 18g、蔓荆子 (微炒) 13g、蚕砂 26g、甘草 18g、牛黄 10g、冰片 33g,以上二十一味，黄连、石膏、大黄、桔梗、白芷、蚕砂粉碎成细粉；牛黄、冰片分别研成细粉；薄荷、荆芥穗提取挥发油，蒸馏后的水溶液另器收集；防风、川芎用 80% 乙醇加热回流二次（第一次 3 小时，第二次 2 小时），合并提取液，滤过，滤液回收乙醇；黄柏、黄芩、栀子、蔓荆子、甘草加水煎煮二次（第一次 3 小时，第二次 1 小时），合并煎液，滤过；其余金银花等四味加水煮沸后，于 80℃温浸二次（第一次 2 小时，第二次 1 小时），合并浸出液，滤过。合并以上各药液，减压浓缩至相对密度 1.35~1.40 (50℃) 的稠膏，加入黄连、石膏、大黄、黄芩、白芷、蚕砂细粉，混匀，干燥，粉碎成细粉，再加入牛黄配研，过筛，混匀，制成颗粒，加入冰片细粉及上述薄荷等挥发油，混匀，压制成 1000 片，或包衣，即得
净石灵胶囊,胶囊剂,补肾、利尿、排石。用于治疗肾结石、输尿管结石、膀胱结石以及由结石引起的肾盂积水、尿路感染等,广金钱草 250g、黄芪 76.6g、扁蓄 76.6g、海金砂 76.6g、淫羊藿 76.6g、夏枯草 76.6g、滑石 76.6g、元胡 (醋制) 50g、当归 50g、巴戟天 50g、赤芍 40g、冬葵子 40g、车前子 40g、桃仁 40g、鸡内金 40g、甘草 25g,以上十七味，滑石、海金砂粉碎成细粉；当归、赤芍提取挥发油后，药渣与其余黄芪等十三味加水煎煮两次（第一次 7 倍量 3 小时，第二次 5 倍量 2 小时），合并煎液，滤过，滤液浓缩成稠膏，减压干燥，粉碎成细粉，与上述细粉混匀，喷入挥发油，过筛，分装，制成 1000 粒，即得
刺五加糖浆,糖浆剂,益气健脾，补肾安神。用于脾肾阳虚，体虚乏力，食欲不振，腰膝酸软，失眠多梦,刺五加浸膏 20g、五味子流浸膏 10ml,以上二味，加乙醇 150ml，搅匀，静置 7~10 天，吸取上清液，滤过，滤液加入乙醇 150ml，及用 300g 蔗糖制成的单糖浆，加水至 1000ml，搅匀，静置，滤过，即得（注：五味子流浸膏的质量标准详见原文）
参术止带糖浆,糖浆剂,补中健脾，疏肝解郁，化湿止带。用于脾虚湿盛，肝气郁结之带下症,党参 100g、车前子 100g、苍术 100g、山药 130g、陈皮 80g、白术 65g、白芍 60g、荆芥 40g、柴胡 20g、甘草 5g,以上十味，取陈皮及八分之一量的荆芥提取芳香水，药渣与剩余的荆芥及其余党参等八味，加水煎煮二次（每次 2 小时），滤过，滤液浓缩至适量，加入乙醇使含醇量达 50%，放置过夜，回收乙醇，放冷，滤过；另取蔗糖 250g，制成单糖浆，与上述滤液及陈皮、荆芥的芳香水、适量防腐剂充分混匀，静置，滤过，加水使成 1000ml，混匀，即得
