drug_name,form,indication,prescription_raw
调经丸,丸剂,理气活血，养血调经。用于气滞血瘀所致月经不调、痛经，症见月经延期、经期腹痛、经血量少、或有血块，或见经前乳胀、烦躁不安、崩漏带下。,当归75g酒白芍75g川芎50g熟地黄100g醋艾炭50g醋香附200g陈皮50g清半夏50g茯苓59g甘草15g炒白术75g制吴茱萸25g盐小茴香25g醋延胡索25g醋没药25g益母草100g牡丹皮50g续断50g酒黄芩50g麦冬50g阿胶100g
调经止痛片,片剂,益气活血，调经止痛。用于气虚血瘀所致的月经不调、痛经、产后恶露不绝，症见经行后错、经水量少、有血块、行经小腹疼痛、产后恶露不净。,当归320g党参213g川芎80g香附（炒）80g益母草213g泽兰80g大红袍213g
调经促孕丸,丸剂,温肾健脾，活血调经。用于脾肾阳虚、瘀血阻滞所致的月经不调、闭经、痛经、不孕，症见月经后错、经水量少、有血块、行经小腹冷痛、经水日久不行、久不受孕、腰膝冷痛。,鹿茸（去毛）5g炙淫羊藿10g仙茅10g续断10g桑寄生10g菟丝子15g枸杞子10g覆盆子10g山药30g莲子（去心）10g茯苓15g黄芪10g白芍15g炒酸枣仁10g钩藤10g丹参15g赤芍15g鸡血藤30g
调经养血丸,丸剂,补血，理气，调经。用于血虚气滞，月经不调，腰酸腹胀，赤白带下。,当归60g炒白芍30g香附（制）100g陈皮10g熟地黄60g川芎30g炙甘草15g大枣80g白术（炒）60g续断30g砂仁15g酒黄芩20g
调经活血片,片剂,养血活血，行气止痛。用于气滞血瘀兼血虚所致月经不调、痛经，症见经行错后、经水量少、行经小腹胀痛。,木香33.3g川芎33.3g醋延胡索33.3g当归100g熟地黄66.7g赤芍66.7g红花50g乌药50g白术50g丹参100g醋香附100g制吴茱萸16.7g泽兰100g鸡血藤100g菟丝子133.3g
调经活血胶囊,胶囊剂,养血活血，行气止痛。用于气滞血瘀兼血虚所致月经不调、痛经，症见经行错后、经水量少、行经小腹胀痛。,木香33.3g川芎33.3g醋延胡索33.3g当归100g熟地黄66.7g赤芍66.7g红花50g乌药50g白术50g丹参100g醋香附100g制吴茱萸16.7g泽兰100g鸡血藤100g菟丝子133.3g
调胃消滞丸,丸剂,疏风解表，散寒化湿，健胃消食。用于感冒属风寒夹湿、内伤食滞证，症见恶寒发热、头痛身困、食少纳呆、嗳腐吞酸、腹痛泄泻。,姜厚朴60g羌活60g广东神曲60g枳壳30g香附（四制）6g姜半夏60g防风60g前胡60g川芎（白酒蒸）6g白芷60g薄荷60g砂仁60g草果30g木香6g豆蔻60g茯苓60g苍术（泡）60g广藿香6g乌药（醋蒸）60g甘草30g紫苏叶60g陈皮（蒸）60g
通天口服液,口服液,活血化瘀，祛风止痛。用于瘀血阻滞、风邪上扰所致的偏头痛，症见头部胀痛或刺痛、痛有定处、反复发作、头晕目眩、或恶心呕吐、恶风。,川芎127g赤芍53g天麻21g羌活42g白芷42g细辛10g菊花53g薄荷84g防风15g茶叶63g甘草21g
通乐颗粒,颗粒剂,滋阴补肾，润肠通便。用于阴虚便秘，症见大便秘结、口干、咽燥、烦热，以及习惯性、功能性便秘见于上述证候者。,何首乌600g地黄600g当归300g麦冬300g玄参300g麸炒枳壳150g
通关散,散剂,通关开窍。用于痰浊阻窍所致的气闭昏厥、牙关紧闭、不省人事。,猪牙皂500g鹅不食草250g细辛250g
通幽润燥丸,丸剂,清热导滞，润肠通便。用于胃肠积热所致的便秘，症见大便不通、脘腹胀满、口苦尿黄。,麸炒枳壳80g木香10g姜厚朴80g桃仁（去皮）20g红花20g当归20g炒苦杏仁20g火麻仁20g郁李仁20g熟地黄20g地黄20g黄芩80g槟榔20g熟大黄80g大黄40g甘草10g
通脉养心口服液,口服液,益气养阴，通脉止痛。用于冠心病气阴两虚证，症见胸痛、胸闷、心悸、气短、脉弦细。,地黄100g鸡血藤100g麦冬60g甘草60g制何首乌60g阿胶60g五味子60g党参60g醋龟甲40g大枣40g桂枝20g
通脉养心丸,丸剂,益气养阴，通脉止痛。用于冠心病心绞痛及心律不齐之气阴两虚证，症见胸痛、胸闷、心悸、气短、脉结代。,地黄100g鸡血藤100g麦冬60g甘草60g制何首乌60g阿胶60g五味子60g党参60g醋龟甲40g大枣40g桂枝20g
通宣理肺丸,丸剂,解表散寒，宣肺止嗽。用于风寒束表、肺气不宣所致的感冒咳嗽，症见发热、恶寒、咳嗽、鼻塞流涕、头痛、无汗、肢体酸痛。,紫苏叶144g前胡96g桔梗96g苦杏仁72g麻黄96g甘草72g陈皮96g半夏（制）72g茯苓96g枳壳（炒）96g黄芩96g
通宣理肺片,片剂,解表散寒，宣肺止咳。用于风寒束表、肺气不宣所致的感冒咳嗽，症见发热、恶寒、咳嗽、鼻塞流涕、头痛、无汗、肢体酸痛。,紫苏叶180g前胡120g桔梗120g苦杏仁90g麻黄120g甘草90g陈皮120g半夏（制）90g茯苓120g麸炒枳壳120g黄芩120g
通宣理肺胶囊,胶囊剂,解表散寒，宣肺止嗽。用于风寒束表、肺气不宣所致的感冒咳嗽，症见发热、恶寒、咳嗽、鼻塞流涕、头痛、无汗、肢体酸痛。,紫苏叶343g前胡229g桔梗229g苦杏仁171g麻黄229g甘草171g陈皮229g姜半夏171g茯苓229g枳壳（炒）229g黄芩229g
通宣理肺颗粒,颗粒剂,解表散寒，宣肺止咳。用于风寒束表、肺气不宣所致的感冒咳嗽，症见发热、恶寒、咳嗽、鼻塞流涕、头痛、无汗、肢体酸痛。,紫苏叶144g前胡96g桔梗96g苦杏仁72g麻黄96g甘草72g陈皮96g半夏（制）72g茯苓96g麸炒枳壳96g黄芩96g
通络祛痛膏,膏剂,活血通络，散寒除湿，消肿止痛。用于腰部、膝部骨性关节病瘀血停滞、寒湿阻络证，症见关节刺痛或钝痛，关节僵硬，屈伸不利，畏寒肢冷。用于颈椎病（神经根型）瘀血停滞、寒湿阻络证，症见颈项疼痛、肩臂疼痛、颈项活动不利、肢体麻木、畏寒肢冷、肢体困重等。,当归100g川芎62g红花62g山柰62g花椒72g胡椒62g丁香30g肉桂62g荜茇62g干姜62g大黄62g樟脑44g冰片30g薄荷脑30g
通窍耳聋丸,丸剂,清肝泻火，通窍润便。用于肝经热盛，头目眩晕，耳聋蝉鸣，耳底肿痛，目赤口苦，胸膈满闷，大便燥结。,北柴胡60g龙胆48g芦荟48g熟大黄48g黄芩120g青黛48g天南星（矾炙）48g木香60g醋青皮90g陈皮48g当归90g栀子（姜炙）60g
通窍鼻炎片,片剂,散风固表，宣肺通窍。用于风热蕴肺、表虚不固所致的鼻塞时轻时重、鼻流清涕或浊涕、前额头痛；慢性鼻炎、过敏性鼻炎、鼻窦炎见上述证候者。,炒苍耳子200g防风150g黄芪250g白芷150g辛夷150g炒白术150g薄荷50g
通窍鼻炎胶囊,胶囊剂,散风固表，宣肺通窍。用于风热蕴肺、表虚不固所致的鼻塞时轻时重、鼻流清涕或浊涕、前额头痛；慢性鼻炎、过敏性鼻炎、鼻窦炎见上述证候者。,炒苍耳子300g防风225g黄芪375g白芷225g辛夷225g炒白术225g薄荷75g
通窍鼻炎颗粒,颗粒剂,散风固表，宣肺通窍。用于风热蕴肺、表虚不固所致的鼻塞时轻时重、鼻流清涕或浊涕、前额头痛；慢性鼻炎、过敏性鼻炎、鼻窦炎见上述证候者。,炒苍耳子600g防风450g黄芪750g白芷450g辛夷450g炒白术450g薄荷150g
通窍镇痛散,散剂,行气活血，通窍止痛。用于痰瘀闭阻，心胸憋闷疼痛，或中恶气闭，霍乱，吐泻。,石菖蒲125g郁金125g荜茇125g醋香附125g木香125g丁香125g檀香125g沉香125g苏合香125g安息香125g冰片37.5g乳香125g
桑姜感冒片,片剂,散风清热，宣肺止咳。用于外感风热、痰浊阻肺所致的感冒，症见发热头痛、咽喉肿痛、咳嗽痰白。,桑叶300g菊花120g紫苏叶160g连翘160g苦杏仁160g干姜100g
桑菊感冒丸,丸剂,疏风清热，宣肺止咳。用于风热感冒初起，头痛，咳嗽，口干，咽痛。,桑叶558g菊花222g连翘336g薄荷素油1.2ml苦杏仁444g桔梗444g甘草180g芦根444g
桑菊感冒片,片剂,疏风清热，宣肺止咳。用于风热感冒初起，头痛，咳嗽，口干，咽痛。,桑叶465g菊花185g连翘280g薄荷素油1ml苦杏仁370g桔梗370g甘草150g芦根370g
桑菊感冒合剂,口服液,疏风清热，宣肺止咳。用于风热感冒初起，头痛，咳嗽，口干，咽痛。,桑叶200g菊花80g连翘120g薄荷64g苦杏仁160g桔梗160g甘草64g芦根160g
桑葛降脂丸,丸剂,补肾健脾，通下化瘀，清热利湿。用于脾肾两虚、痰浊血瘀型高脂血症。,桑寄生252g葛根252g山药210g大黄42g山楂210g丹参252g红花126g泽泻168g茵陈168g蒲公英168g
理中丸,丸剂,温中散寒，健胃。用于脾胃虚寒，呕吐泄泻，胸满腹痛，消化不良。,党参75g土白术75g炙甘草75g炮姜50g
培元通脑胶囊,胶囊剂,益肾填精，息风通络。用于肾元亏虚，瘀血阻络证，症见半身不遂、口眼歪斜、言语謇涩、半身麻木、眩晕耳鸣、腰膝酸软、脉沉细；缺血性中风中经络恢复期见上述证候者。,制何首乌429g熟地黄286g天冬286g醋龟甲46g鹿茸23g酒苁蓉114g肉桂24g赤芍49g全蝎48g烫水蛭96g地龙49g炒山楂142g茯苓48g炙甘草29g
培坤丸,丸剂,补气血，滋肝肾。用于妇女血亏，消化不良，月经不调，赤白带下，小腹冷痛，气血衰弱，久不受孕。,炙黄芪48g陈皮32g炙甘草8g炒白术48g北沙参16g茯苓32g酒当归80g麦冬32g川芎16g炒酸枣仁32g酒白芍16g砂仁9g杜仲炭32g核桃仁20g盐胡芦巴40g醋艾炭16g龙眼肉32g山茱萸（制）32g制远志4g熟地黄64g五味子（蒸）8g
黄芪生脉颗粒,颗粒剂,益气滋阴，养心行滞。用于气阴两虚，血脉瘀阻引起的胸痹心痛，症见胸痛、胸闷、心悸、气短；冠心病、心绞痛见上述证候者。,炙黄芪600g党参400g麦冬400g五味子100g南五味子100g
黄芪健胃膏,膏剂,补气温中，缓急止痛。用于脾胃虚寒所致的胃痛，症见胃痛拘急、畏寒肢冷、喜温喜按、心悸自汗；胃、十二指肠溃疡见上述证候者。,黄芪407g白芍244g桂枝122g生姜122g甘草122g大枣122g
黄芪颗粒,颗粒剂,补气固表，利尿，托毒排脓，生肌。用于气短心悸，虚脱，自汗，体虚浮肿，久泻，脱肛，子宫脱垂，痈疽难溃，疮口久不愈合。,黄芪1000g
黄连上清丸,丸剂,散风清热，泻火止痛。用于风热上攻、肺胃热盛所致的头晕目眩、暴发火眼、牙齿疼痛、口舌生疮、咽喉肿痛、耳痛耳鸣、大便秘结、小便短赤。,黄连10g栀子（姜制）80g连翘80g炒蔓荆子80g防风40g荆芥穗80g白芷80g黄芩80g菊花160g薄荷40g酒大黄320g黄柏（酒炒）40g桔梗80g川芎40g石膏40g旋覆花20g甘草40g
黄连上清片,片剂,散风清热，泻火止痛。用于风热上攻、肺胃热盛所致的头晕目眩、暴发火眼、牙齿疼痛、口舌生疮、咽喉肿痛、耳痛耳鸣、大便秘结、小便短赤。,黄连5g栀子40g连翘40g炒蔓荆子40g防风20g荆芥穗40g白芷40g黄芩40g菊花80g薄荷20g大黄160g黄柏20g桔梗40g川芎20g石膏20g旋覆花10g甘草20g
黄连上清胶囊,胶囊剂,散风清热、泻火止痛。用于风热上攻、肺胃热盛所致的头晕目眩、暴发火眼、牙齿疼痛、口舌生疮、咽喉肿痛、耳痛耳鸣、大便秘结、小便短赤。,黄连8.78g栀子（姜制）70.23g连翘70.23g炒蔓荆子70.23g防风35.11g荆芥穗70.23g白芷70.23g黄芩70.23g菊花140.46g薄荷35.11g酒大黄280.92g黄柏（酒炙）35.11g桔梗70.23g川芎35.11g石膏35.11g旋覆花17.57g甘草35.11g
黄连上清颗粒,颗粒剂,散风清热、泻火止痛。用于风热上攻、肺胃热盛所致的头晕目眩、暴发火眼、牙齿疼痛、口舌生疮、咽喉肿痛、耳痛耳鸣、大便秘结、小便短赤。,黄连24g栀子（姜制）192g连翘192g炒蔓荆子192g防风96g荆芥穗192g白芷192g黄芩192g菊花384g薄荷96g酒大黄768g黄柏（酒炙）96g桔梗192g川芎96g石膏96g旋覆花48g甘草96g
黄连胶囊,胶囊剂,清热燥湿，泻火解毒。用于湿热蕴毒所致的痢疾、黄疸，症见发热、黄疸、吐泻、纳呆、尿黄如茶、目赤吞酸、牙龈肿痛或大便脓血。,黄连250g
黄莪胶囊,胶囊剂,益气活血，清利湿热。用于Ⅰ、Ⅱ期良性前列腺增生症气虚血瘀、湿热阻滞证。症见排尿困难、尿意频急、或小腹胀满或疼痛，舌质淡紫或有瘀点，苔薄黄腻，脉细。,黄芪300g桃仁180g莪术180g大黄20g土茯苓240g薏苡仁400g益母草300g夏枯草300g肉桂120g北豆根180g桔梗180g川牛膝180g
黄疸肝炎丸,丸剂,舒肝理气，利胆退黄。用于肝气不舒、湿热蕴结所致的黄疸，症见皮肤黄染、胸胁胀痛、小便短赤；急性肝炎、胆囊炎见上述证候者。,茵陈64g滇柴胡48g炒栀子48g青叶胆16g醋延胡索48g郁金（醋炙）32g醋香附48g麸炒枳壳48g槟榔48g青皮32g佛手32g酒白芍64g甘草16g
黄藤素片,片剂,清热解毒。用于妇科炎症，菌痢，肠炎，呼吸道及泌尿道感染，外科感染，眼结膜炎。,黄藤素300g
萆薢分清丸,丸剂,分清化浊，温肾利湿。用于肾不化气、清浊不分所致的白浊、小便频数。,粉萆薢320g石菖蒲60g甘草160g乌药80g盐益智仁40g
梅花点舌丸,丸剂,清热解毒，消肿止痛。用于火毒内盛所致的疔疮痈肿初起、咽喉牙龈肿痛、口舌生疮。,牛黄60g珍珠90g人工麝香60g蟾酥（制）60g熊胆粉30g雄黄30g朱砂60g硼砂30g葶苈子30g乳香（制）30g没药（制）30g血竭30g沉香30g冰片30g
排石颗粒,颗粒剂,清热利水，通淋排石。用于下焦湿热所致的石淋，症见腰腹疼痛、排尿不畅或伴有血尿；泌尿系结石见上述证候者。,连钱草1038g盐车前子156g木通156g徐长卿156g石韦156g忍冬藤260g滑石260g瞿麦156g苘麻子156g甘草260g
控涎丸,丸剂,涤痰逐饮。用于痰涎水饮停于胸膈，胸胁隐痛，咳喘痛甚，痰不易出，瘰疬，痰核。,醋甘遂300g红大戟300g白芥子300g
虚寒胃痛颗粒,颗粒剂,益气健脾，温胃止痛。用于脾虚胃弱所致的胃痛，症见胃脘隐痛、喜温喜按、遇冷或空腹加重；十二指肠球部溃疡、慢性萎缩性胃炎见上述证候者。,炙黄芪335.8g炙甘草224.0g桂枝224.0g党参335.8g白芍335.8g高良姜134.4g大枣224.0g干姜44.8g
野菊花栓,栓剂,,野菊花10000g
野菊花颗粒,颗粒剂,清热解毒。用于疖疮肿痛，目赤肿痛，头痛眩晕。,野菊花333g
蛇胆川贝软胶囊,软胶囊,清肺，止咳，除痰。用于肺热咳嗽，痰多。,蛇胆汁21.4g川贝母128.6g
蛇胆川贝胶囊,胶囊剂,清肺，止咳，祛痰。用于肺热咳嗽，痰多。,蛇胆汁49g川贝母295g
蛇胆川贝散,散剂,清肺，止咳，除痰。用于肺热咳嗽，痰多。,蛇胆汁100g川贝母600g
蛇胆陈皮片,片剂,理气化痰，祛风和胃。用于痰浊阻肺，胃失和降，咳嗽、呕逆。,蛇胆汁26g陈皮156g
蛇胆陈皮胶囊,胶囊剂,理气化痰，祛风和胃。用于痰浊阻肺，胃失和降，咳嗽、呕逆。,蛇胆汁49g陈皮（蒸）295g
蛇胆陈皮散,散剂,理气化痰，祛风和胃。用于痰浊阻肺，胃失和降，咳嗽，呕逆。,蛇胆汁100g陈皮（蒸）600g
银丹心脑通软胶囊,软胶囊,苗医：蒙修，蒙柯，陇蒙柯，给俄，告俄蒙给。中医：活血化瘀，行气止痛，消食化滞。用于气滞血瘀引起的胸痹，胸闷，气短，心悸等；冠心病心绞痛、高脂血症、脑动脉硬化、中风、中风后遗症见上述证候者。,银杏叶500g丹参500g灯盏细辛300g绞股蓝300g山楂400g大蒜400g三七200g艾片10g
银杏叶口服液,口服液,活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语謇；冠心病稳定型心绞痛、脑梗死见上述证候者。,银杏叶提取物8g
银杏叶片,片剂,活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语謇；冠心病稳定型心绞痛、脑梗死见上述证候者。,银杏叶提取物40g
银杏叶软胶囊,软胶囊,活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语謇；冠心病稳定型心绞痛、脑梗死见上述证候者。,银杏叶提取物40g
银杏叶胶囊,胶囊剂,活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语謇；冠心病稳定型心绞痛、脑梗死见上述证候者。,银杏叶提取物40g
银杏叶滴丸,滴丸,活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语謇；冠心病稳定型心绞痛、脑梗死见上述证候者。,银杏叶提取物16g
银屑灵膏,膏剂,清热燥湿，活血解毒。用于湿热蕴肤，郁滞不通所致的白疕，症见皮损呈红斑湿润、偶有浅表小脓疱，多发于四肢屈侧部位；银屑病见上述证候者。,苦参40g甘草40g白鲜皮54g防风40g土茯苓81g蝉蜕54g黄柏27g地黄54g山银花54g赤芍27g连翘40g当归40g
银黄口服液,口服液,清热疏风，利咽解毒。用于外感风热、肺胃热盛所致的咽干、咽痛、喉核肿大、口渴、发热；急慢性扁桃体炎、急慢性咽炎、上呼吸道感染见上述证候者。,金银花提取物（以绿原酸计）2.4g黄芩提取物（以黄芩苷计）24g
银黄丸,丸剂,清热疏风，利咽解毒。用于外感风热、肺胃热盛所致的咽干、咽痛、喉核肿大、口渴、发热；急慢性扁桃体炎、急慢性咽炎、上呼吸道感染见上述证候者。,金银花提取物400g黄芩提取物160g
银黄片,片剂,清热疏风，利咽解毒。用于外感风热、肺胃热盛所致的咽干、咽痛、喉核肿大、口渴、发热；急慢性扁桃体炎、急慢性咽炎、上呼吸道感染见上述证候者。,金银花提取物100g黄芩提取物40g
银黄颗粒,颗粒剂,清热疏风，利咽解毒。用于外感风热、肺胃热盛所致的咽干、咽痛、喉核肿大、口渴、发热；急慢性扁桃体炎、急慢性咽炎、上呼吸道感染见上述证候者。,金银花提取物100g黄芩提取物40g
银黄清肺胶囊,胶囊剂,清肺化痰，止咳平喘。用于慢性支气管炎急性发作之痰热壅肺证，症见咳嗽咯痰，痰黄而粘，胸闷气喘，发热口渴，便干尿黄，舌红，苔黄腻。,葶苈子60g蜜麻黄37.5g苦杏仁45g浙贝母45g枇杷叶45g大青叶30g石菖蒲45g穿山龙45g一枝蒿30g银杏叶45g五味子15g枳实15g生石膏60g甘草15g
银翘双解栓,栓剂,疏解风热，清肺泻火。用于外感风热，肺热内盛所致的发热、微恶风寒、咽喉肿痛、咳嗽、痰白或黄、口干微渴、舌红苔白或黄、脉浮数或滑数；上呼吸道感染、扁桃体炎、急性支气管炎见上述证候者。,连翘1860.46g金银花930.23g黄芩1023.26g丁香叶465.12g
银翘伤风胶囊,胶囊剂,疏风解表，清热解毒。用于外感风热，温病初起，发热恶寒，高热口渴，头痛目赤，咽喉肿痛。,山银花132g连翘132g牛蒡子79g桔梗79g芦根79g薄荷79g淡豆豉66g甘草66g淡竹叶53g荆芥53g人工牛黄5g
银翘散,散剂,辛凉透表，清热解毒。用于外感风寒，发热头痛，口干咳嗽，咽喉疼痛，小便短赤。,金银花100g连翘100g桔梗60g薄荷60g淡豆豉50g淡竹叶40g牛蒡子60g荆芥40g芦根100g甘草40g
银翘解毒丸（浓缩蜜丸）,丸剂,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,金银花200g连翘200g薄荷120g荆芥80g淡豆豉100g牛蒡子（炒）120g桔梗120g淡竹叶80g甘草100g
银翘解毒片,片剂,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,金银花200g连翘200g薄荷120g荆芥80g淡豆豉100g牛蒡子（炒）120g桔梗120g淡竹叶80g甘草100g
银翘解毒软胶囊,软胶囊,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,金银花400g连翘400g薄荷240g荆芥160g淡豆豉200g牛蒡子（炒）240g桔梗240g淡竹叶160g甘草200g
银翘解毒胶囊,胶囊剂,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,金银花200g连翘200g薄荷120g荆芥80g淡豆豉100g牛蒡子（炒）120g桔梗120g淡竹叶80g甘草100g
银翘解毒颗粒,颗粒剂,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,金银花200g连翘200g薄荷120g荆芥80g淡豆豉100g牛蒡子（炒）120g桔梗120g淡竹叶80g甘草100g
银蒲解毒片,片剂,清热解毒。用于风热型急性咽炎，症见咽痛、充血，咽干或具灼热感，舌苔薄黄；湿热型肾盂肾炎，症见尿频短急，灼热疼痛，头身疼痛，小腹坠胀，肾区叩击痛。,山银花562.5g蒲公英750g野菊花562.5g紫花地丁937.5g夏枯草562.5g
甜梦口服液（甜梦合剂）,口服液,益气补肾，健脾和胃，养心安神。用于头晕耳鸣，视减听衰，失眠健忘，食欲不振，腰膝酸软，心慌气短，中风后遗症；对脑功能减退，冠状血管疾患，脑血管栓塞及脱发也有一定作用。,刺五加53g黄精67g蚕蛾13g桑椹33g党参40g黄芪40g砂仁5g枸杞子40g山楂160g熟地黄27g炙淫羊藿27g陈皮27g茯苓27g制马钱子1.3g法半夏27g泽泻40g山药27g
甜梦胶囊,胶囊剂,益气补肾，健脾和胃，养心安神。用于头晕耳鸣，视减听衰，失眠健忘，食欲不振，腰膝酸软，心慌气短，中风后遗症；对脑功能减退，冠状血管疾患，脑血管栓塞及脱发也有一定作用。,刺五加178g黄精222g蚕蛾44g桑椹111g党参133g黄芪133g砂仁18g枸杞子133g山楂533g熟地黄89g炙淫羊藿89g陈皮89g茯苓89g制马钱子4.4g法半夏89g泽泻133g山药89g
得生丸,丸剂,养血化瘀，舒肝调经。用于气滞血瘀所致的月经不调、痛经，症见月经量少有血块、经行后期或前后不定、经行小腹胀痛，或有癥瘕痞块。,益母草600g当归200g白芍200g柴胡100g木香50g川芎50g
麻仁丸,丸剂,润肠通便。用于肠热津亏所致的便秘，症见大便干结难下、腹部胀满不舒；习惯性便秘见上述证候者。,火麻仁200g苦杏仁100g大黄200g枳实（炒）200g姜厚朴100g炒白芍200g
麻仁润肠丸,丸剂,润肠通便。用于肠胃积热，胸腹胀满，大便秘结。,火麻仁120g炒苦杏仁60g大黄120g木香60g陈皮120g白芍60g
麻仁滋脾丸,丸剂,润肠通便，消食导滞。用于胃肠积热、肠燥津伤所致的大便秘结、胸腹胀满、饮食无味、烦躁不宁、舌红少津。,大黄（制）160g火麻仁80g当归80g姜厚朴40g炒苦杏仁40g麸炒枳实40g郁李仁40g白芍30g
痔宁片,片剂,清热凉血，润燥疏风。用于实热内结或湿热瘀滞所致的痔疮出血、肿痛。,地榆炭417.0g侧柏叶炭417.0g地黄333.4g槐米280.0g酒白芍280.0g荆芥炭166.8g当归280.0g黄芩280.0g枳壳166.8g刺猬皮（制）166.8g乌梅166.8g甘草83.4g
痔炎消颗粒,颗粒剂,清热解毒，润肠通便，止血，止痛，消肿。用于血热毒盛所致的痔疮肿痛、肛裂疼痛及痔疮手术后大便困难、便血及老年人便秘。,火麻仁150g紫珠叶150g槐花75g山银花75g地榆75g白芍60g三七5g白茅根150g茵陈75g枳壳50g
痔疮片,片剂,清热解毒，凉血止痛，祛风消肿。用于各种痔疮，肛裂，大便秘结。,大黄323g蒺藜323g功劳木645g白芷323g冰片16g猪胆粉4g
痔疮外洗散（痔疮外洗药）,散剂,祛毒止痒，消肿止痛。用于痔疮漏疮，肛门痛痒，坚硬肿胀，溃流脓血。,芒硝180g花椒90g防风90g黄连60g鱼腥草60g五倍子90g甘草150g
痔疮胶囊,胶囊剂,清热解毒，凉血止痛，祛风消肿。用于各种痔疮，肛裂，大便秘结。,大黄323g蒺藜323g功劳木645g白芷323g冰片16g猪胆粉4g
痔康片,片剂,清热凉血，泻热通便。用于热毒风盛或湿热下注所致的便血、肛门肿痛、有下坠感；一、二期内痔见上述证候者。,豨莶草360g金银花216g槐花216g地榆炭216g黄芩216g大黄96g
康尔心胶囊,胶囊剂,益气养阴，活血止痛。用于气阴两虚、瘀血阻络所致的胸痹，症见胸闷心痛、心悸气短、腰膝酸软、耳鸣眩晕；冠心病心绞痛见上述证候者。,三七150g人参80g麦冬80g丹参120g枸杞子150g何首乌120g山楂230g
康妇软膏,膏剂,祛风燥湿，杀虫止痒。用于湿热下注所致的阴痒、带下病，症见外阴红肿、瘙痒、带下量多、色黄；外阴炎、外阴溃疡、阴道炎见上述证候者。,白芷145g蛇床子145g花椒145g土木香30g冰片30g
康妇消炎栓,栓剂,清热解毒，利湿散结，杀虫止痒。用于湿热、湿毒所致的带下病、阴痒，症见下腹胀痛或腰骶胀痛，带下量多，色黄，阴部瘙痒，或有低热，神疲乏力，便干或溏而不爽，小便黄；盆腔炎、附件炎、阴道炎见上述证候者。,苦参690g败酱草1150g紫花地丁920g穿心莲1150g蒲公英2230g猪胆粉100g紫草（新疆紫草）1150g芦荟33g
康莱特软胶囊,软胶囊,益气养阴，消癥散结。适用于手术前及不宜手术的脾虚痰湿型、气阴两虚型原发性非小细胞肺癌。,注射用薏苡仁油450g
羚羊角胶囊,胶囊剂,平肝息风，清肝明目，散血解毒。用于肝风内动，肝火上扰，血热毒盛所致的高热惊痫，神昏痉厥，子痫抽搐，癫痫发狂，头痛眩晕，目赤，翳障，温毒发斑。,羚羊角150g
羚羊清肺丸,丸剂,清肺利咽，清瘟止嗽。用于肺胃热盛，感受时邪，身热头晕，四肢酸懒，咳嗽痰盛，咽喉肿痛，鼻衄咳血，口干舌燥。,浙贝母40g蜜桑白皮25g前胡25g麦冬25g天冬25g天花粉50g地黄50g玄参50g石斛100g桔梗50g蜜枇杷叶50g炒苦杏仁25g金果榄25g金银花50g大青叶25g栀子50g黄芩25g板蓝根25g牡丹皮25g薄荷25g甘草15g熟大黄25g陈皮30g羚羊角粉6g
羚羊清肺颗粒,颗粒剂,清肺利咽，清瘟止嗽。用于肺胃热盛，感受时邪，身热头晕，四肢酸懒，咳嗽痰盛，咽喉肿痛，鼻衄咳血，口干舌燥。,浙贝母31.7g蜜桑白皮19.8g前胡19.8g麦冬19.8g天冬19.8g天花粉39.6g地黄39.6g玄参39.6g石斛79.3g桔梗39.6g蜜枇杷叶39.6g炒苦杏仁19.8g金果榄19.8g金银花39.6g大青叶19.8g栀子39.6g黄芩19.8g板蓝根19.8g牡丹皮19.8g薄荷19.8g甘草11.9g熟大黄19.8g陈皮23.8g羚羊角粉4.8g
羚羊感冒片,片剂,清热解表。用于流行性感冒，症见发热恶风、头痛头晕、咳嗽、胸闷、咽喉肿痛。,羚羊角3.4g牛蒡子109g淡豆豉68g金银花164g荆芥82g连翘164g淡竹叶82g桔梗109g薄荷素油0.68ml甘草68g
断血流片,片剂,凉血止血。用于血热妄行所致的月经过多、崩漏、吐血、衄血、咯血、尿血、便血、血色鲜红或紫红；功能失调性子宫出血、子宫肌瘤出血及多种出血症、单纯性紫癜、原发性血小板减少性紫癜见上述证候者。,断血流4500g
断血流胶囊,胶囊剂,凉血止血。用于血热妄行所致的月经过多、崩漏、吐血、衄血、咯血、尿血、便血，血色鲜红或紫红；功能失调性子宫出血、子宫肌瘤出血及多种出血症、单纯性紫癜、原发性血小板减少性紫癜见上述证候者。,断血流4500g
