drug_name,form,indication
复方枇杷止咳冲剂,颗粒剂,止咳祛痰。用于伤风咳嗽，支气管炎
复方金银花冲剂,颗粒剂,清热解毒，凉血消肿。用于风热感冒，喉痹，乳蛾，目痛，牙痛及痈肿疮疖等症
复方救必应胶囊,胶囊剂,清热解毒，利湿止痛。用于腹泻、胃肠炎等
复方草豆蔻酊,酊剂,驱风健胃，芳香矫味药
复方胎盘片,片剂,益气，补精血。用于虚损，赢瘦，劳热骨蒸，咳喘，咯血，盗汗遗精及神经衰弱，贫血，病后体虚
复方拳参片,片剂,收敛止血，制酸止痛。用于胃热所致的胃脘疼痛，嘈杂泛酸，便血
复芪止汗冲剂,颗粒剂,益气，固表，敛汗。用于多汗症，对气虚型者尤佳
保和液（消食保和液）,口服液,消食，导滞、和胃。用于食积停滞，脘腹胀满，嗳腐吞酸，不欲饮食
冠脉宁片,片剂,活血化瘀，行气止痛。用于以胸部刺痛、固定不移、入夜更甚，心悸不宁，舌质紫暗，脉沉弦为主症的冠心病，心绞痛，冠状动脉供血不足
养血安神糖浆,糖浆剂,滋阴养血，宁心安神。用于精神倦怠，失眠健忘，卧寝多梦，肾虚腰酸，头晕乏力
养胃片,片剂,健胃消食，助气止痛。用于胃肠衰弱，消化不良，胸膈满闷，腹痛呕吐，肠鸣泄泻
活血解痛膏,膏剂,祛风散寒，活血止痛。用于扭伤，挫伤，风湿骨痛，腰背酸痛
活血镇痛膏,膏剂,舒筋，活血，散寒，止痛。用于筋骨痛，急性挫伤，风湿痛，关节痛，肝区痛及肌肉酸痛
活络健身液,口服液,祛风除湿，活血通络，止痹痛，强腰膝。用于筋络不舒，四肢麻痹，风湿关节痛，腰肌劳损
浓缩水牛角片,片剂,清热解毒，凉血，定惊。用于温病高热，神昏谵语，发斑发疹，吐血，衄血，惊风，癫狂
神农镇痛膏,膏剂,活血散瘀，消肿止痛。用于跌打损伤，风湿关节痛，腰背酸痛
祛风胜湿酒,酒剂,祛风胜湿，通络止痛，舒筋活血。用于四肢、腰脊风湿痹痛，手足麻木
祛痰止咳冲剂,颗粒剂,健脾燥湿，祛痰止咳。主要用于慢性支气管炎及支气管炎合并肺气肿、肺心病所引起的痰多，咳嗽，喘息等症
祛痰灵口服液,口服液,清热，化痰，解毒。用于肺热痰喘，咳嗽痰多
除脂生发片,片剂,滋阴，养血，祛风，活络，止痒，除油脂。用于脂溢性脱发，头皮瘙痒，落屑，油脂分泌过多症
结石通茶（玉石茶）,茶剂,利尿消炎，通淋镇痛，止血化石。用于泌尿系感染，膀胱炎，肾炎水肿，尿路结石，血尿，淋沥浑浊，尿管灼痛
结核丸（龟龙丸）,丸剂,滋阴降火，补肺止嗽。用于阴虚火旺引起的潮热盗汗、咳痰咯血、胸胁闷痛、骨蒸痨嗽，肺结核，骨结核
桂皮酊,酊剂,驱风健胃药
莲胆消炎片,片剂,清热解毒，制菌消炎。用于细菌性痢疾，急性胃肠炎及各种急性感染性疾患
莓叶委陵菜片（雉子筵片）,片剂,止血。用于月经过多，功能性子宫出血，子宫肌瘤出血
柴黄冲剂,颗粒剂,清热消炎。用于上呼吸道感染，感冒发烧
党参养荣丸,丸剂,益气，补血，养心。用于心脾不足，气血两亏，形瘦神疲，食少便溏，病后虚弱
钻山风糖浆,糖浆剂,祛风除湿，散瘀镇痛，舒筋活络。用于风寒湿痹引起的腰膝冷痛，肢体麻木，伸屈不利等症
健儿乐冲剂,颗粒剂,清热平肝，清心除烦，健脾消食。用于儿童烦躁不安，夜惊夜啼，夜眠不宁，消化不良
健儿药片（郑州肥儿丸）,片剂,破积驱虫，开胃进食。用于小儿食积，乳积，发热腹胀，呕吐滞下及腹痛等症
健儿膏,膏剂,健脾益气，和胃调中。用于小儿脾胃虚弱、运化乏力所致的面黄肌瘦，厌食纳呆，大便不调，身体虚弱，发育迟缓，自汗盗汗，贫血脉弱等营养不良诸症
健儿清解液,口服液,清热解毒，祛痰止咳，消滞和中。用于口腔糜烂，咳嗽咽痛，食欲不振，脘腹胀满等症
健胃固肠散,散剂,健胃固肠，止泻利湿。用于小儿脾虚，腹泻，消化不良
健脑胶囊,胶囊剂,健脑益智，安眠补身。用于用脑过度，记忆衰退，神经衰弱，头晕目眩，惊悸失眠，心烦易倦，畏寒体虚，身亏腰痛及老年痴呆等症
健脾补血片,片剂,补血，益气，健脾和胃，消积。用于脾虚血少所致的面黄肌瘦，食少体倦等症以及营养性、缺铁性贫血及继发性、失血性贫血
健脾补血冲剂,颗粒剂,补血，益气，健脾和胃，消积。用于脾虚血少所致的面黄肌瘦，食少体倦等症以及营养性、缺铁性贫血及继发性、失血性贫血
益肾补骨液,口服液,滋补肝肾，强壮筋骨。用于肝肾不足，劳伤腰痛，筋骨折伤
海马三肾丸,丸剂,补肾壮阳。用于阳痿，滑精，腰痛腿酸
润喉丸,丸剂,润喉生津，开音止痛，疏风清热。用于急、慢性咽炎及喉炎所致的疼痛，亦用于喉痒咳嗽，声音嘶哑等症的辅助治疗
消炎利胆片,片剂,清热，祛湿，利胆。用于急性胆囊炎，胆道炎
消食健儿冲剂,颗粒剂,健脾消食。用于小儿慢性腹泻，食欲不振及营养不良等症
消食健儿糖浆,糖浆剂,健脾消食。用于小儿慢性腹泻，食欲不振及营养不良等症
消糖灵胶囊（消渴平胶囊）,胶囊剂,益气养阴，清热泻火，益肾缩尿。用于糖尿病
通脉养心丸,丸剂,养心补血，通脉止痛。用于胸痹心痛，心悸怔忡，心绞痛，心率不齐等
菠白散（保肺散）,散剂,润肺，祛痰。用于痰中带血，午后发烧，咳嗽
雪梨膏,膏剂,清肺热，润燥止渴。用于干咳，久咳
救惊散,散剂,泄热通便，化痰镇惊。用于实火咳嗽，内热便秘，积食发热
常通舒冲剂,颗粒剂,滋阴养血，润肠通便。用于习惯性便秘，老年性便秘及产后便秘等症
蛇胆半夏片,片剂,祛风化痰，和胃下气。用于呕吐咳嗽，痰多气喘
银屑冲剂,颗粒剂,祛风解毒。用于银屑病
银翘解毒液,口服液,辛凉解表，清热解毒。用于风热感冒，发热头痛，咳嗽口干，咽喉疼痛
猫爪草胶囊,胶囊剂,散结，消肿。用于瘰疬，淋巴结核未溃者，亦可用于肺结核
痔血丸,丸剂,消肿解毒，通便止血。用于内痔出血，外痔肿痛
痔疮止血丸,丸剂,清解肠风湿热，凉血止血。用于痔疮出血，肠风下血，血色鲜红者
清金理嗽丸,丸剂,清肺止嗽，化痰定喘。用于肺经热盛，咳嗽痰盛，胸膈满闷，气促作喘，口干咽燥
清泻丸,丸剂,清热，通便，消滞。用于肠热、积滞、便秘
清胃丸,丸剂,清胃肠实热，通利二便。用于头痛目昏，牙痛龈肿，鼻中衄血，牙宣齿衄，暴发火眼，便秘溺赤，喉干咽痛，口唇焦裂
紫云膏,膏剂,清热解毒，去腐生肌。用于水火烫伤，溃烂化脓
蛲虫药膏,膏剂,驱杀蛲虫，用于蛲虫（线头虫、寸白虫）的治疗
喉痛丸,丸剂,清音化痰，退热止嗽。用于咽喉肿痛，肺热咳嗽，口干舌燥，大便不通
筋骨宁搽剂,搽剂,活血化瘀，消肿止痛，散风祛湿。用于跌打损伤，瘀血肿痛，风寒湿痹，腰膝疼痛，肢体麻木
舒神灵胶囊,胶囊剂,舒肝理气，解郁安神。用于神经衰弱，神经官能症，更年期综合症等
舒肝片,片剂,助消化，舒气开胃，消积滞，止痛除烦。用于肝郁气滞，两肋刺痛，饮食无味，消化不良，呕吐酸水，倒饱嘈杂，周身串痛
舒筋跌打膏,膏剂,舒筋活血，驱风散寒。用于跌打损伤，闪腰岔气，受风受寒，手足麻木，腰疼腿疼，积聚痞块
脾肾双补丸,丸剂,健脾开胃，补益肝肾。用于脾肾双亏，气阴两虚，面黄肌瘦，食欲不振
猴枣牛黄散,散剂,除痰镇惊，通窍。用于小儿惊风，痰涎壅盛
溃疡冲剂,颗粒剂,健胃，消炎，止痛。用于胃溃疡，十二指肠溃疡，急慢性胃炎
强力宁片,片剂,强身益智，健脑补骨。用于体乏无力，失眠健忘，精神倦怠，过度疲劳，腰膝酸软，脾肾阳虚，食欲不振
滋补生发片,片剂,滋补肝肾，益气养荣，活络生发。用于脱发症
寒痹停片（痹苦乃停片）,片剂,温经通络，散寒止痛。用于寒痹症
蒲黄片,片剂,降血脂药。用于血脂、胆固醇过高症
槐角地榆丸,丸剂,清热止血，消肿止痛。用于大便下血，大肠积热，痔疮肿痛
感冒舒冲剂,颗粒剂,疏风清热，发表宣肺。用于感冒所致的头痛体困，发热恶寒，鼻塞流涕，咳嗽咽痛等症
感冒解表丸,丸剂,清热解表。用于四时感冒，恶寒发热，头痛眩晕，咳嗽吐泻
愈带丸,丸剂,益气调经，散寒止带。用于气虚血亏、子宫湿寒引起的经血不调、赤白带下、凝滞腹痛、腰腿酸软、骨蒸潮热、头晕耳鸣
腰腿痛丸,丸剂,强筋壮骨，舒筋活血。用于气血双亏，风寒湿痹，外邪侵袭所致的腰腿酸软，肢体麻木等症
磁朱丸,丸剂,镇心，安神，明目。用于心肾阴虚，心阳偏亢，心悸失眠，耳鸣耳聋，视物昏花
鼻炎灵丸,丸剂,祛风清热，消肿通窍。用于鼻渊、鼻塞、鼻流浊涕等急、慢性鼻炎
增抗宁片,片剂,益气健脾，养阴生津，清热，并能提高机体免疫功能。用于化疗、放疗以及不明原因引起的白细胞减少症，青春型痤疮，亦可用于慢性迁延性肝炎的治疗
噎膈丸,丸剂,补益肺肾，润燥生津，通咽利膈。用于噎膈，咽炎，吞咽不利，咽哽干燥；亦可用于食管粘膜上皮不典型增生及食管癌的辅助治疗
镇心安神丸,丸剂,镇心安神，养血除烦。用于心血不足，精神恍惚，惊悸怔忡，烦躁不眠
薄荷锭,丹剂,解郁，通窍，散风，泄热。用于感冒头痛，血管神经性头痛等
醒消丸,丸剂,活血消肿，止痛。用于痈疽肿毒，坚硬疼痛
麝香抗栓丸,栓剂,通络活血，醒脑散瘀。用于中风，半身不遂，言语不清，头昏目眩等
麝香跌打软膏,膏剂,行血去瘀，舒筋活络，止痛消炎，祛风消肿。用于软组织扭挫伤及闭合性骨折复位后引起的肿痛
二母清肺丸 (二母丸),丸剂,清热化痰，润肺止咳。用于肺热咳嗽，痰涎壅盛，口鼻生疮，咽喉肿痛，大便秘结，小便赤黄
十全大补颗粒 (冲剂),颗粒剂,温补气血。用于气血两虚，面色苍白，气短心悸，体倦乏力，四肢不温
七叶莲片,片剂,祛风除湿，活血止痛。用于各种疼痛，风湿痹痛，神经痛，胃疼，跌打骨折，外伤出血
八仙油,搽剂,清暑祛湿，驱风通窍。用于感冒，呕吐腹痛，舟车晕眩，中暑头晕，皮肤瘙痒，山岚瘴气
九龙化风丸,丸剂,镇痉熄风，开窍豁痰。用于小儿急惊风，癫痫，热病抽搐，时气瘴疟
八珍鹿胎膏 (复方鹿胎膏),膏剂,养血益气，调经温寒。用于肾虚，气血两亏，经血不调，经期腹痛
儿童化毒散,散剂,清热化毒，活血消肿。用于小儿蕴积火毒引起的头痛身烧，痈疖疗疮，丹毒疱疹，疹后余毒
三七止血片,片剂,行瘀止血，消肿，定痛。用于吐血，衄血，血痢血崩，产后流血不止，月经过多及外伤出血
三七药酒,酒剂,舒筋活络，散瘀镇痛，祛风除湿，强筋壮骨。用于跌打损伤，风湿骨痛，四肢麻木
三鞭参茸固本丸,丸剂,补气养血，助阳添精，强筋壮骨。用于身体虚弱，气血双亏，腰腿酸软，阳痿，遗精早泄
三鞭酒,酒剂,补益肝肾，养血兴阳。用于腰膝酸疼，足踝无力，阳痿早泄等症
大黄酊,酊剂,健胃药
大温中丸,丸剂,健脾祛湿，理气消胀。用于脾虚湿阻，气滞腹胀
口腔炎喷雾剂,气雾剂,清热解毒，消炎止痛。用于治疗口腔炎，口腔溃疡，咽喉炎等；对小儿口腔炎症有特效
山香圆片 (喉特灵片),片剂,清热解毒，利咽消肿。用于喉痹，乳蛾，咽喉肿痛等症
千紫红颗粒 (冲剂),颗粒剂,清热凉血，收敛止泻。用于赤白痢疾，暑湿伤及胃肠而发生的泄泻以及小儿脾弱肝旺之消化不良性腹泻
小儿止嗽金丸,丸剂,解热润肺，化痰止嗽。用于外感风热引起的咳嗽痰盛，口干舌燥，腹满便秘
小儿回春丸 (大蜜丸),丸剂,熄风镇惊，化痰开窍。用于小儿急惊抽搐，痰涎壅盛，神昏气喘，烦躁发热等症
小儿珠黄散,散剂,泻火导滞，镇惊安神。用于小儿宿食挟热引起的面赤唇红，身热不安，咳嗽痰鸣，小便短赤，大便秘结，惊风抽搐
小儿惊风七厘散,散剂,祛风化痰，解热镇惊。用于小儿外感风邪，惊风抽搐，咳吐痰涎，食滞呕吐，腹痛泄泻
五花茶颗粒 (冲剂),颗粒剂,清热，凉血，解毒。用于湿热，下血下痢，湿疹
五灵止痛胶囊,胶囊剂,行气止痛，通经活络，祛瘀散结，开窍辟秽。用于因气滞血瘀、邪闭所致的胸胁痛，胃脘痛，痛经，腹痛，亦可用于扭挫伤，骨折等痛症
五酯胶囊,胶囊剂,能降低血清谷丙转氨酶。可用于慢性、迁延性肝炎谷丙转氨酶升高者
止泻利颗粒 (冲剂),颗粒剂,收敛止泻，解毒消食。用于湿热泄泻，痢疾，久泻，久病，伤食泄泻等
止咳丸,丸剂,降气化痰，止咳定喘。用于风寒入肺，肺气不宣引起的咳嗽痰多，喘促胸闷，周身酸痛或久咳不止，以及老年急慢性支气管炎
长春宝口服液,口服液,补益气血，调和阴阳，滋肝肾，健脾胃，强筋骨。用于中老年人身体虚弱，肝肾亏损所致的精神疲乏，头晕目眩，腰腿酸软，眼花耳鸣，健忘失眠，心悸，气短，浮肿，夜多小便等症；也可作为高脂血症的高血压病人的辅助治疗
长春药酒,酒剂,暖肾益精，祛风湿，壮筋骨，调和气血。用于肾虚腰痛，遗精，风湿骨痛，气虚血弱
心益好片,片剂,活血化瘀，行气止痛，益心宁神。用于冠心病，心绞痛，胸闷，心悸，气短等
乌鸡丸,丸剂,补气养血，调经止带。用于妇女气血两亏，赢瘦内热，月经不调，崩漏带下，骨蒸劳热
风痛药酒,酒剂,疏风通络，散寒止痛。用于风寒湿痹，四肢麻木，筋骨疼痛，腰背酸痛
六味地黄丸 (浓缩丸),丸剂,滋阴补肾。用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精，消渴
双梅喉片,片剂,清热解毒，生津止渴。用于风热咽喉肿痛
双黄连注射液,注射剂,清热解毒，清宣风热。用于外感风热引起的发热、咳嗽、咽痛。适用于病毒及细菌感染的上呼吸道感染、肺炎、扁桃体炎、咽炎等
玉屏风袋泡茶,茶剂,益气，固表，止汗。用于表虚不固，自汗恶风，面色㿠白，或体虚易感风邪者
玉真散胶囊,胶囊剂,祛风，解痉，止痛。用于破伤风；外治跌扑损伤
龙胆泻肝丸 (浓缩丸),丸剂,清肝胆，利湿热。用于肝胆湿热，头晕目赤，耳鸣耳聋，耳肿疼痛，胁痛口苦，尿赤涩痛，湿热带下
龙胆泻肝颗粒 (冲剂),颗粒剂,清肝胆，利湿热。用于肝胆湿热，头晕目赤，耳鸣耳聋，耳肿疼痛，胁痛口苦，尿赤湿痛，湿热带下
四圣散,散剂,祛湿止痒，收敛生肌。用于皮肤湿痒，黄水疮，秃疮，薄皮疮
生脉袋泡茶,茶剂,益气复脉，养阴生津。用于气阴两亏，心悸气短，脉微自汗
生脉颗粒 (党参方),颗粒剂,益气复脉，养阴生津。用于气阴两伤，心悸气短，脉微虚汗
生脉糖浆 (党参方),糖浆剂,益气复脉，养阴生津。用于气阴两亏，心悸气短，脉微自汗
白及膏,膏剂,收敛，止血，补肺。用于久年咳嗽，肺痿咯血，肺结核，慢性气管炎，百日咳，肺气肿，久咳伤肺，咯血吐血
白及糖浆,糖浆剂,收敛，止血，补肺。用于久年咳嗽，肺痿咯血，肺结核，慢性气管炎，百日咳，肺气肿，久咳伤肺，咯血吐血
白蚀丸,丸剂,补益肝肾，活血祛瘀，养血驱风。用于治疗白癜风
外用万应膏,膏剂,活血镇痛。用于跌打损伤，负重闪腰，筋骨疼痛，足膝拘挛
外用紫金锭,丹剂,解毒，消炎。用于痈疽疮毒，虫咬损伤，无名肿毒
外感风痧片,片剂,祛风，清热。用于风热感冒，咽喉肿痛
外感风痧颗粒 (冲剂),颗粒剂,祛风，清热。用于风热感冒，咽喉肿痛
宁心宝胶囊,胶囊剂,本品有提高窦性心律，改善窦房结、房室传导功能，改善心脏功能的作用。用于多种心律失常，房室传导阻滞，难治性缓慢型心律失常，传导阻滞
加味八珍益母膏,膏剂,补气养血，祛瘀调经。用于妇女气血不足，月经不调 (经期后移或经行不畅，量少，经闭)，产后恶露不净，腹痛等
加味七厘散,散剂,化瘀消肿，止痛止血。用于跌打损伤，血瘀疼痛，外伤出血
加味青娥丸,丸剂,补肾，散寒，止痛。用于肾经虚寒引起的腰腿酸痛，阳痿遗精，小便频数，小腹冷痛
加味逍遥丸 (大蜜丸),丸剂,舒肝清热，健脾养血。用于肝郁血虚、肝脾不和引起的两胁胀痛，头晕目眩，倦怠食少，月经不调，脐腹胀痛
西瓜膏,膏剂,清热化痰，润肺止咳，生津止渴。用于肺热燥咳，咳嗽痰稠，甚则痰中带血；口燥咽干，胃热口渴
西羚丹 (丸),丹剂,退热消炎，清胃利便。用于头疼牙痛，口舌生疮，暴发火眼，咽喉肿痛，大便不通，烦躁口渴
西羚片,片剂,退热消炎，清胃利便。用于头疼，牙痛，口舌生疮，暴发火眼，咽喉肿痛，大便不通，烦躁口渴
芎菊上清丸 (大蜜丸),丸剂,清热，散风，止痛。用于外感风热，头痛鼻塞
芎菊上清颗粒 (冲剂),颗粒剂,清热，散风，止痛。用于外感风热，头痛鼻塞
同仁安神丸 (朱砂安神丸),丸剂,养血益气，镇惊安神。用于心血不足引起的心烦体倦，怔忡健忘，少眠多梦，心神不安
朱珀安神丹 (丸),丹剂,宁心安神，益气养血。用于气血双亏、不思饮食引起的夜不安睡，精神不振，心跳气短等症
华蟾素口服液,口服液,解毒，消肿，止痛。用于中、晚期肿瘤，慢性乙型肝炎等症
安阳膏药,膏剂,消积化块，逐瘀止痛，舒筋活血，追风散寒。用于癥瘕积聚，风寒湿痹，腰、腿、膀、背、筋骨、关节、骨寒诸痛及手足麻木等症
防风通圣丸 (大蜜丸),丸剂,解表通里，清热解毒。用于外寒内热，表里俱实，恶寒壮热，头痛咽干，小便短赤，大便秘结，痄腮初起，风疹湿疮
妇良片,片剂,补血健脾，固经止带。用于血虚脾弱，带下质清，崩漏色淡，经后少腹隐痛，头昏目眩，面色无华
妇科毛鸡酒,酒剂,祛风活血，补气养血。用于产后体弱，手脚麻痹，腰膝疼痛，风寒湿痹
妇科白带片,片剂,健脾舒肝，除湿止带。用于脾虚湿盛，白带连绵，腰腿酸痛
妇康丸,丸剂,益气养血，行气化瘀。用于产后气血不足，虚中夹瘀，寒热错杂的胁腹胀痛，腹痛，头身疼痛，恶露不绝，血晕昏迷，大便秘结，无乳等症
妇康宝口服液,口服液,补血调经，止血安胎。用于失血过多，面色萎黄，月经不调，小腹冷痛，胎漏胎动，痔漏下血
还少丹 (丸),丹剂,温肾补脾，养血益精。用于脾肾虚损，腰膝酸痛，阳痿遗精，耳鸣目眩，精血亏耗，肌体瘦弱，食欲减退，牙根酸痛
还原固精丸,丸剂,滋阴，补肾，涩精。用于肾阴虚损，梦遗滑精，妇女带下等症
杜仲平压片,片剂,降血压，强筋健骨。适用于高血压，头晕目眩，腰膝酸痛，筋骨痿软等症
芙蓉抗流感片,片剂,清肺凉血，散热解毒。用于流行性感冒
芩暴红止咳片,片剂,清热化痰，止咳平喘。用于急性支气管炎及慢性支气管炎急性发作
杞菊地黄口服液,口服液,滋肾养肝。用于肝肾阴虚，眩晕耳鸣，羞明畏光，视物昏花
苏合丸,丸剂,祛风镇痛，通窍除痰。用于中风痰厥，昏迷不省，小儿受惊吐乳，风痰腹痛吐泻
苏肝合剂,口服液,清热解毒，利湿退黄。用于湿热黄疸，肝经热毒等
抗宫炎片,片剂,清湿热，止带下。用于因慢性宫颈炎引起的湿热下注，赤白带下，宫颈糜烂，出血等症
抗病毒栓,栓剂,清热解毒，滋阴除烦。用于时疫感冒，痄腮，温病初起的诸症
利胆止痛片,片剂,清热利胆，理气止痛。用于肝胆湿热所致的胁痛，黄疸 (如急、慢性肝炎，胆囊炎)
利肺片,片剂,驱痨补肺，镇咳祛痰。用于肺痨咳嗽，咯痰咯血，气虚哮喘，慢性气管炎
肝友胶囊,胶囊剂,清热利湿，疏肝解郁，活血化瘀，健脾导滞。用于急性、迁延性及慢性病毒性肝炎
沙棘颗粒 (冲剂),颗粒剂,止咳祛痰，消食化滞，活血散瘀。用于咳嗽痰多，消化不良，食积腹痛，跌扑瘀肿，瘀血经闭
局方至宝丸,丸剂,清热解毒，开窍镇惊。用于温邪入里，逆传心包引起的高烧痉厥，烦躁不安，神昏谵语，小儿急热惊风
驱风苏合丸,丸剂,驱风通窍，解痉除痰。用于产后风晕，中风昏倒，痰涩惊痫，风寒腹痛吐泻
驱风液,口服液,驱风祛湿，舒筋活络。用于四肢酸痛，久积风痛及风湿性关节炎等症
驳骨水,酊剂,活血祛瘀，通筋活络，消肿止痛。用于跌打扭伤，肌肉劳损，骨折，脱臼
驴胶补血颗粒 (冲剂),颗粒剂,滋阴补血，健脾益气，调经养血。用于久病体虚，血亏气虚，妇女血虚、经闭、经少等症
陆氏润字丸,丸剂,开胸涤痰，润肠去积。用于湿热食积胸满痰滞，腹痛便秘
青果颗粒 (冲剂),颗粒剂,清热，利咽，生津。用于咽喉肿痛，口渴
青麟丸,丸剂,清热利湿，通利二便。用于湿热郁结，脏腑积滞，目赤牙痛，小便赤热
苦胆草片,片剂,清热燥湿，泻肝胆火。用于湿热黄疸，阴肿阴痒，带下，强中，湿疹瘙痒，目赤，耳聋，胁痛，口苦，惊风抽搐
枣仁安神颗粒 (冲剂),颗粒剂,补心养肝，安神益智。用于心肝血虚，神经衰弱引起的失眠健忘，头晕，头痛
固本咳喘片,片剂,益气固表，健脾补肾。用于慢性支气管炎，肺气肿，支气管哮喘，支气管扩张等
固肾定喘丸,丸剂,温肾纳气，健脾利水。用于脾肾虚型及肺肾气虚型的慢性支气管炎，肺气肿，先天性哮喘，老人虚喘
制金柑丸,丸剂,疏肝理气，和胃止痛。用于肝胃气痛，胸胁胀满，不思饮食
和胃片,片剂,疏肝清热，凉血活血，祛瘀生新，和胃止痛。用于消化性溃疡及胃痛腹胀，嗳气泛酸，恶心呕吐等症
金花消痤丸,丸剂,清热泻火，解毒消肿。用于肺胃热盛所致的痤疮 (粉刺)，口舌生疮，胃火牙痛，咽喉肿痛，目赤，便秘，尿黄赤等症
金泽冠心片,片剂,降血脂，增加心肌营养性血流量，降低心肌耗氧量。用于冠心病、心绞痛和高血脂症
金泽冠心胶囊,胶囊剂,降血脂，增加心肌营养性血流量，降低心肌耗氧量。用于冠心病、心绞痛和高血脂症
金羚感冒片,片剂,辛凉解表，清热解毒。用于伤风感冒及上呼吸道感染
金锁固精丸 (大蜜丸),丸剂,固肾涩精。用于肾虚不固，遗精滑泄，神疲乏力，四肢酸软，腰痛耳鸣
金锁固精丸 (浓缩丸),丸剂,固肾涩精。用于肾虚不固，遗精滑泄，神疲乏力，四肢酸软，腰痛耳鸣
法制半夏曲,茶剂,温肺止咳，降逆止呕。用于痰多气喘，因寒清、热稠引起的恶心呕吐
治糜灵栓,栓剂,清热燥湿，解毒消炎，祛腐生肌。用于子宫糜烂，感染性阴道炎，滴虫性阴道炎等
参茸三七补血片,片剂,滋阴补肾，添精补血，强身健脾。用于身体虚弱，心脏衰弱，头晕耳鸣，心悸失眠，阴虚盗汗，月经不调
参茸安神丸,丸剂,养心安神。用于身体虚弱，神志不宁，心烦不安，心悸失眠，健忘
参茸固本还少丸,丸剂,补肾助阳，益气固体，填精止遗，强筋健骨。用于肾阴不足、命门火衰所致的畏寒肢冷，面色㿠白，腰膝酸软，精神不振，阳痿早泄，遗精滑精，性欲减退，女子宫寒不孕，带下清稀，或尿增多，以及耳鸣耳聋，虚喘，浮肿，五更泄泻等
柏子滋心丸 (浓缩丸),丸剂,滋阴养心，安神益智。用于心血亏损，神志不宁，精神恍惚，夜多怪梦，怔忡惊悸，健忘遗泄
荆菊感冒片,片剂,疏风清热，发表解肌。用于伤风感冒，身热恶寒，头痛鼻塞
胃乐新颗粒 (冲剂),颗粒剂,用于慢性萎缩性胃炎，消化性胃及十二指肠球部溃疡，结肠炎以及消化不良、便潜血
胃得安片,片剂,和胃止痛，健脾消食。用于慢性胃炎、胃溃疡、十二指肠溃疡等
咳喘顺丸,丸剂,健脾燥湿，宣肺平喘，化痰止咳。用于慢性支气管炎、支气管哮喘、肺气肿所致的气喘胸闷、咳嗽痰多等症
骨刺丸,丸剂,祛风止痛。用于骨质增生，风湿性关节炎，风湿痛
骨刺平片,片剂,补精壮髓，壮筋健骨，通络止痛。用于骨质增生（包括肥大性腰椎炎，胸椎炎，颈椎综合症，四肢骨节增生）
复方川贝止咳糖浆,糖浆剂,镇咳祛痰，润肺定喘。用于伤风咳嗽，痰多，气喘
复方五味子酊,酊剂,养阴，补血，安神。用于过度疲劳，神经衰弱，健忘，失眠等症
复方龙胆酊,酊剂,苦味健胃药
复方岗稔片,片剂,清利湿热，活血通络。用于急性黄疸型肝炎及慢性肝炎有湿热症者
复方肝炎颗粒 (冲剂),颗粒剂,清肝利湿。用于急性黄疸型、无黄疸型、迁延型肝炎及胆囊炎等
复方春砂颗粒 (冲剂),颗粒剂,行气温中，健脾开胃，止痛消胀。用于脾胃虚寒引起的胃痛和消化不良
复方蛇胆川贝散,散剂,镇咳祛痰。用于风热咳嗽，久咳痰多
复方羚角降压片,片剂,降低血压，预防中风。用于高血压，充血性头晕胀痛
香砂和胃丸,丸剂,健脾开胃，行气化滞。用于脾胃虚弱，消化不良引起的食欲不振、脘腹胀痛，吞酸嘈杂，大便不调
香砂养胃丸 (浓缩丸),丸剂,温中和胃。用于不思饮食，呕吐酸水，胃脘满闷，四肢倦怠
香砂养胃颗粒 (冲剂),颗粒剂,温中和胃。用于不思饮食，呕吐酸水，胃脘满闷，四肢倦怠
保心宁胶囊,胶囊剂,活血化瘀，行气止痛。用于心绞痛，心律失常，改善冠心病症状等
保和口服液,口服液,消食导滞，和胃。用于食积停滞，脘腹胀满，嗳腐吐酸，不欲饮食
追风透骨片,片剂,通经络，祛风湿，镇痛祛寒。用于风寒湿痹，四肢痹痛，神经麻痹，手足麻木
首乌补肾酒,酒剂,补气养血，补肾益精，补心安神。用于气血不足，肝肾亏损所致的神疲乏力，健忘失眠，脱发白发，眩晕耳鸣，心悸怔忡，多梦易惊，面色萎黄，以及梦遗滑精，夜尿频繁者
养心宁神丸,丸剂,养心益脾，镇静安神。用于神经衰弱，心悸失眠，耳鸣目眩
神农茶颗粒 (冲剂),颗粒剂,消暑清热，生津止渴。用于伤风感冒
桔梗流浸膏,膏剂,镇咳祛痰药
速效心痛气雾剂,气雾剂,清热凉血，活血止痛。用于偏热型轻、中度胸痹心痛，痛兼烦热，舌苔色黄
柴胡镇咳片,片剂,镇咳。用于感冒引起的咳嗽，支气管炎
健身安胎丸,丸剂,健脾补肾，理气安胎。用于妇女妊娠胎动不安，亦可用于虚寒性胃痛，腰腿痛
健脑补肾口服液,口服液,健脑补肾，益气健脾，安神定志。用于健忘失眠，头晕目眩，耳鸣心悸，腰膝酸软，肾亏遗精，神经衰弱和性功能障碍等病症
脑立清胶囊,胶囊剂,平肝潜阳，醒脑安神。用于肝阳上亢引起的头晕目眩，耳鸣口苦，心烦难寐及高血压等症
